OBJECTID,StaType,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationName,StationFacilityName,StationAliases,DateModif,lon,lat,x,y
803,Curbside Bus Stop only (no shelter),BUS,93455,CA,Santa Maria, ,205 South Nicholson Avenue, ,SAT,"Santa Maria, CA", ,"guadalupe,Allan Hancock College",2018-09-29T07:04:46,-120.416455,34.951608,-120.41645499972,34.9516079999729
804,Station Building (with waiting room),TRAIN,31401,GA,Savannah, ,2611 Seaboard Coastline Drive, ,SAV,"Savannah, GA", , ,2017-11-11T04:07:49,-81.148264,32.083412,-81.1482639996574,32.0834120001111
805,Curbside Bus Stop only (no shelter),BUS,97055,OR,Sandy, ,37601 Highway 26, ,SAY,"Sandy, OR", , ,2021-05-21T07:03:59,-122.27625,45.400668,-122.276249999901,45.400667999971
806,Station Building (with waiting room),TRAIN,93101,CA,Santa Barbara, ,209 State Street,Amtrak Station,SBA,"Santa Barbara, CA",Amtrak Station, ,2019-02-14T04:03:35,-119.692785,34.413718,-119.692784999742,34.413718000272
807,Station Building (with waiting room),TRAIN,33870,FL,Sebring, ,601 East Center Avenue, ,SBG,"Sebring, FL", , ,2017-11-11T04:07:50,-81.434202,27.496632,-81.4342020000307,27.4966319997452
808,Station Building (with waiting room),BUS,03874,NH,Seabrook, ,13 Batchelder Road, ,SBK,"Seabrook, NH", , ,2020-12-02T07:04:21,-70.883909,42.891524,-70.8839089998496,42.8915240002317
809,Curbside Bus Stop only (no shelter),BUS,93106,CA,Santa Barbara, ,552 University Road,"Univ of California, Snta Barbara",SBU,"Santa Barbara, CA","Univ of California, Snta Barbara", ,2018-02-18T07:04:27,-119.848296,34.414945,-119.848296000346,34.4149450000451
810,Station Building (with waiting room),TRAIN,59474,MT,Shelby, ,230 West Central Avenue, ,SBY,"Shelby, MT", , ,2017-11-11T04:07:50,-111.856649,48.506748,-111.856648999803,48.5067479999789
811,Station Building (with waiting room),TRAIN,L2S 2K3,ON,St. Catharines, ,5 Great Western St., ,SCA,"St. Catharines, ON", ,"St Catharines,Saint Catharines,Sainte Catharines,Catharines",2017-11-06T07:05:49,-79.256017,43.147829,-79.2560169996134,43.147829000121
812,Platform with Shelter,TRAIN,95050,CA,Santa Clara, ,1001 Railroad Avenue,Transit Center,SCC,"Santa Clara, CA",Transit Center, ,2019-02-14T07:03:26,-121.936576,37.353219,-121.936576000042,37.3532190003496
813,Station Building (with waiting room),TRAIN,56304,MN,St. Cloud, ,555 East Saint Germain Street, ,SCD,"St. Cloud, MN", ,"St Cloud,Saint Cloud,Cloud",2017-11-06T07:05:49,-94.149093,45.567748,-94.1490929999231,45.567748000221
814,Platform only (no shelter),TRAIN,70395,LA,Schriever, ,145 Burlington Court, ,SCH,"Schriever, LA", , ,2018-09-14T04:05:14,-90.815246,29.746678,-90.8152460001269,29.7466779998301
815,Curbside Bus Stop only (no shelter),BUS,95814,CA,Sacramento, ,1389 10th Street,State Capitol (discharge-only),SCS,"Sacramento, CA",State Capitol (discharge-only), ,2019-02-14T07:03:27,-121.495175,38.576137,-121.495174999644,38.5761370001454
816,Curbside Bus Stop only (no shelter),BUS,95060,CA,Santa Cruz, ,700 Front Street, ,SCZ,"Santa Cruz, CA", , ,2024-06-30T07:05:42,-122.025034,36.974484,-122.025033999893,36.974483999779
817,Curbside Bus Stop only (no shelter),BUS,86336,AZ,Sedona, ,300 North Highway 89A, ,SDC,"Sedona, AZ", , ,2018-09-29T04:04:59,-111.760303,34.870511,-111.760303000342,34.8705109998848
818,Station Building (with waiting room),TRAIN,70458,LA,Slidell, ,1827 Front Street, ,SDL,"Slidell, LA", , ,2017-11-11T04:07:51,-89.782565,30.278372,-89.7825649998744,30.2783720001093
819,Station Building (with waiting room),TRAIN,12305,NY,Schenectady, ,332 Erie Boulevard, ,SDY,"Schenectady, NY", , ,2018-10-25T04:04:38,-73.942892,42.814724,-73.9428919998022,42.8147239999055
820,Station Building (with waiting room),TRAIN,98104,WA,Seattle, ,303 South Jackson Street,King Street Station,SEA,"Seattle, WA",King Street Station,King Street,2018-11-06T07:03:25,-122.330161,47.598445,-122.330161000187,47.5984450002457
821,Station Building (with waiting room),TRAIN,65301,MO,Sedalia, ,Pacific Street and North Osage Avenue, ,SED,"Sedalia, MO", , ,2017-11-11T04:07:52,-93.228706,38.711604,-93.2287059996783,38.711604000008
822,Curbside Bus Stop only (no shelter),BUS,93955,CA,Sand City, ,949 Playa Avenue, ,SES,"Seaside-Sand City, CA", ,Sand City,2018-09-26T07:04:55,-121.843842,36.619362,-121.843841999676,36.6193619997352
823,Station Building (with waiting room),TRAIN,32771,FL,Sanford, ,600 South Persimmon Avenue,Auto Train Station,SFA,"Sanford, FL",Auto Train Station,"Orlando,Disney",2017-11-06T07:05:50,-81.291274,28.808544,-81.291273999852,28.8085440002085
824,Curbside Bus Stop only (no shelter),BUS,94105,CA,San Francisco, ,401 Mission Street, ,SFC,"San Francisco, CA", , ,2024-01-26T07:00:00,-122.396705,37.790335,-122.396705000229,37.7903350002848
825,Station Building (with waiting room),BUS,48607,MI,Saginaw, ,511 Johnson Street, ,SGW,"Saginaw, MI", , ,2018-09-27T04:05:28,-83.933429,43.434928,-83.9334289998798,43.4349279997776
826,Curbside Bus Stop only (no shelter),BUS,53081,WI,Sheboygan, ,830 Pennsylvania Avenue, ,SHB,"Sheboygan, WI", , ,2018-09-28T04:04:57,-87.714028,43.74992,-87.7140280001173,43.7499199998579
827,Station Building (with waiting room),BUS,71101,LA,Shreveport, ,1237 Murphy Street,SporTran Intermodal Terminal,SHR,"Shreveport, LA",SporTran Intermodal Terminal, ,2019-02-14T04:03:38,-93.756673,32.499717,-93.7566729997174,32.4997169997574
828,Curbside Bus Stop only (no shelter),BUS,54166,WI,Shawano, ,N4543 State Highway 22, ,SHW,"Shawano, WI", , ,2018-09-28T04:04:57,-88.615339,44.753147,-88.6153390004194,44.7531469997945
829,Platform only (no shelter),TRAIN,93063,CA,Simi Valley, ,5050 Los Angeles Avenue, ,SIM,"Simi Valley, CA", , ,2018-09-14T04:05:15,-118.695163,34.270204,-118.695163000138,34.2702039999938
830,Station Building (with waiting room),TRAIN,95110,CA,San Jose, ,65 Cahill Street,Diridon Station,SJC,"San Jose, CA",Diridon Station,Diridon,2018-09-14T07:04:56,-121.902388,37.329933,-121.902387999604,37.3299330001836
831,Station Building (with waiting room),TRAIN,49085,MI,St. Joseph, ,410 1/2 Vine Street, ,SJM,"St. Joseph-Benton Harbor, MI", ,"St Joseph,Saint Joseph,Joseph,Benton Harbor",2017-11-06T07:05:52,-86.484484,42.10908,-86.4844840000088,42.1090799998377
832,Curbside Bus Stop only (no shelter),BUS,17876,PA,Shamokin Dam, ,3155 North Susquehanna Trail, ,SKD,"Shamokin Dam, PA", , ,2018-07-19T07:04:42,-76.820489,40.84826,-76.820489000267,40.848260000324
833,Curbside Bus Stop only (no shelter),BUS,98288,WA,Skykomish, ,147 5th Street North,Sky gas station,SKE,"Skykomish - Eastbound, WA",Sky gas station, ,2019-02-14T07:03:27,-121.361738,47.711229,-121.361737999581,47.7112289997641
834,Station Building (with waiting room),TRAIN,95203,CA,Stockton, ,735 South San Joaquin Street,San Joaquin Street Station,SKN,"Stockton, CA",San Joaquin Street Station, ,2019-02-14T07:03:28,-121.285632,37.945468,-121.285632000176,37.9454680001258
835,Platform with Shelter,TRAIN,95202,CA,Stockton, ,949 East Channel St.,Robert J. Cabral Station,SKT,"Stockton, CA",Robert J. Cabral Station, ,2019-02-14T07:03:28,-121.279,37.957038,-121.278999999843,37.9570379998852
836,Curbside Bus Stop only (no shelter),BUS,98288,WA,Skykomish, ,90000 NE Stevens Pass Highway,Big Bear Rest Stop restaurant,SKW,"Skykomish - Westbound, WA",Big Bear Rest Stop restaurant, ,2019-02-14T07:03:28,-121.360091,47.711903,-121.360090999593,47.7119029999719
837,Station Building (with waiting room),TRAIN,44870,OH,Sandusky, ,1200 North Depot Street, ,SKY,"Sandusky, OH", , ,2018-09-14T04:05:15,-82.717866,41.440671,-82.7178659997643,41.4406709997765
838,Station Building (with waiting room),BUS,84101,UT,Salt Lake City, ,300 South 600 West, ,SLB,"Salt Lake City, UT", , ,2022-07-28T02:04:00,-111.90851,40.76304,-111.908509999695,40.7630400001822
839,Station Building (with waiting room),TRAIN,84101,UT,Salt Lake City, ,340 South 600 West,Amtrak Station,SLC,"Salt Lake City, UT",Amtrak Station, ,2018-11-06T07:03:26,-111.908349,40.761661,-111.908349000036,40.7616609999962
840,Curbside Bus Stop only (no shelter),BUS,81201,CO,Salida, ,54 Jones Avenue, ,SLD,"Salida, CO", , ,2018-09-26T04:05:16,-105.9945,38.525047,-105.994500000111,38.5250469998592
841,Curbside Bus Stop only (no shelter),BUS,97304,OR,Salem, ,1455 Edgewater St,Bus Stop,SLE,"Salem, OR",Bus Stop, ,2020-07-10T07:05:08,-123.034365,44.938188,-123.034365000236,44.938187999789
842,Curbside Bus Stop only (no shelter),BUS,96150,CA,South Lake Tahoe, ,4114 Lake Tahoe Blvd,Stateline Transit Center,SLH,"South Lake Tahoe, CA",Stateline Transit Center,"South Lake Tahoe,Lake Tahoe,Tahoe",2021-06-30T04:04:03,-119.942288,38.95779,-119.942287999639,38.957790000054
843,Station Building (with waiting room),TRAIN,97301,OR,Salem, ,500 13th Street SE,Amtrak Station,SLM,"Salem, OR",Amtrak Station, ,2022-07-15T07:04:18,-123.028331,44.932331,-123.028331000303,44.932331000234
844,Station Building (with waiting room),TRAIN,93401,CA,San Luis Obispo, ,1011 Railroad Avenue,Amtrak Station,SLO,"San Luis Obispo, CA",Amtrak Station,Cuesta College,2019-02-14T07:03:28,-120.654701,35.276434,-120.654700999689,35.2764339999612
845,Curbside Bus Stop only (no shelter),BUS,93405,CA,San Luis Obispo, ,1 Grand Avenue,Cal Poly,SLP,"San Luis Obispo, CA",Cal Poly,Cuesta College,2018-12-07T07:03:19,-120.655671,35.298857,-120.655670999634,35.2988570001076
846,Station Building (with waiting room),TRAIN,J4P 2G5,QC,St-Lambert, ,329 avenue St-Denis, ,SLQ,"St-Lambert, QC", ,"St Lambert,St. Lambert,Saint Lambert,Lambert,Quebec",2017-11-06T07:05:53,-73.507287,45.498896,-73.5072869996854,45.4988959997499
847,Curbside Bus Stop only (no shelter),BUS,21801,MD,Salisbury, ,547E Riverside Drive,BayRunner Shuttle Office,SLS,"Salisbury, MD",BayRunner Shuttle Office, ,2019-02-14T07:03:28,-75.605898,38.361983,-75.6058979997468,38.3619830000455
848,Curbside Bus Stop only (no shelter),BUS,96151,CA,South Lake Tahoe, ,1000 Emerald Bay Road,South Y Transit Center,SLT,"South Lake Tahoe, CA",South Y Transit Center,Lake Tahoe,2021-06-30T04:04:03,-120.004765,38.913065,-120.004765000301,38.9130650002667
849,Curbside Bus Stop only (no shelter),BUS,93463,CA,Solvang, ,1630 Mission Drive, ,SLV,"Solvang, CA", , ,2018-09-26T04:05:18,-120.14058,34.595913,-120.140579999923,34.595913000162
850,Platform with Shelter,TRAIN,78666,TX,San Marcos, ,338 South Guadalupe Street, ,SMC,"San Marcos, TX", , ,2018-09-14T04:05:16,-97.941049,29.876571,-97.9410489996492,29.8765710003473
851,Curbside Bus Stop only (no shelter),BUS,53716,WI,Madison, ,4547 East Broadway Avenue,Dutch Mill Park and Ride,SMD,"Madison, WI",Dutch Mill Park and Ride, ,2019-02-14T04:03:41,-89.306176,43.047761,-89.30617599987,43.0477609996789
852,Curbside Bus Stop only (no shelter),BUS,49783,MI,Sault Sainte Marie, ,4001 I-75 Business Spur, ,SMI,"Sault Sainte Marie, MI", , ,2018-09-27T04:05:30,-84.371705,46.463461,-84.3717050003567,46.4634610001887
853,Curbside Bus Stop only (no shelter),BUS,90401,CA,Santa Monica, ,1530 2nd Street, ,SMN,"Santa Monica Pier, CA", , ,2021-09-23T07:04:23,-118.494637,34.012692,-118.494637000235,34.0126920001017
854,Curbside Bus Stop only (no shelter),BUS,95567,CA,Smith River, ,13450 US Highway 101 North, ,SMR,"Smith River, CA", , ,2018-09-26T04:05:18,-124.203781,41.957498,-124.203780999827,41.9574979997983
855,Platform with Shelter,TRAIN,60501,IL,Summit, ,Archer Avenue and South Center Avenue, ,SMT,"Summit, IL", , ,2017-11-11T04:08:01,-87.809742,41.794912,-87.8097419997419,41.7949119999004
856,Station Building (with waiting room),TRAIN,92701,CA,Santa Ana, ,1000 East Santa Ana Boulevard, ,SNA,"Santa Ana, CA", , ,2018-09-14T04:05:16,-117.856607,33.751629,-117.856607000333,33.7516290000103
857,Station Building (with waiting room),TRAIN,92410,CA,San Bernardino, ,1170 West Third Street, ,SNB,"San Bernardino, CA", , ,2018-09-29T04:05:01,-117.310659,34.104112,-117.31065899997,34.1041120003479
858,Station Building (with waiting room),TRAIN,92675,CA,San Juan Capistrano, ,26701 Verdugo Street, ,SNC,"San Juan Capistrano, CA", , ,2017-11-11T04:08:01,-117.663813,33.501318,-117.663813000405,33.5013179996863
859,Platform only (no shelter),TRAIN,79848,TX,Sanderson, ,201 West Downie Street, ,SND,"Sanderson, TX", , ,2021-01-22T04:04:27,-102.398746,30.139951,-102.398746000092,30.1399510001753
860,Platform only (no shelter),TRAIN,92672,CA,San Clemente, ,615 Avenida Victoria, ,SNP,"San Clemente Pier, CA", , ,2018-09-14T04:05:17,-117.619733,33.419645,-117.619732999993,33.4196449997503
861,Curbside Bus Stop only (no shelter),BUS,93901,CA,Salinas, ,110 Salinas Street,Transit Center,SNR,"Salinas, CA",Transit Center, ,2019-02-14T04:03:41,-121.656653,36.676416,-121.656653000234,36.6764160001847
862,Station Building (with waiting room),TRAIN,93901,CA,Salinas, ,11 Station Place,Amtrak Station,SNS,"Salinas, CA",Amtrak Station, ,2019-02-14T07:03:29,-121.656745,36.679145,-121.656745000295,36.6791449997173
863,Curbside Bus Stop only (no shelter),BUS,54768,WI,Stanley, ,604 South Broadway Street, ,SNY,"Stanley, WI", , ,2018-09-28T04:04:58,-90.938352,44.949813,-90.9383519998251,44.9498130001448
864,Station Building (with waiting room),TRAIN,46628,IN,South Bend, ,2702 West Washington Street, ,SOB,"South Bend, IN", , ,2018-09-14T04:05:17,-86.287345,41.67836,-86.2873449999684,41.6783599996849
865,Platform only (no shelter),TRAIN,92075,CA,Solana Beach, ,105 North Cedros Avenue, ,SOL,"Solana Beach, CA", , ,2024-06-09T02:00:05,-117.271135,32.992937,-117.271134999558,32.9929370000285
866,Station Building (with waiting room),TRAIN,28387,NC,Southern Pines, ,235 Northwest Broad Street, ,SOP,"Southern Pines, NC", , ,2017-11-11T04:08:03,-79.390303,35.175069,-79.3903030001464,35.1750689998222
867,Curbside Bus Stop only (no shelter),BUS,97538,OR,Selma, ,110 Deer Creek Road, ,SOR,"Selma, OR", , ,2019-06-25T04:03:18,-123.61498,42.280246,-123.614979999814,42.2802460002467
868,Platform only (no shelter),BUS,54656,WI,Sparta, ,711 Avon Road, ,SPA,"Sparta, WI", , ,2022-03-16T07:04:12,-90.818639,43.923258,-90.8186389998371,43.92325800006
869,Station Building (with waiting room),TRAIN,29303,SC,Spartanburg, ,290 Magnolia Street, ,SPB,"Spartanburg, SC", , ,2017-11-11T04:08:03,-81.936917,34.953736,-81.9369169999037,34.953735999738
870,Curbside Bus Stop only (no shelter),BUS,90731,CA,San Pedro, ,Berth 95,Catalina Express Terminal,SPD,"San Pedro, CA",Catalina Express Terminal,long beach,2019-02-14T07:03:29,-118.274928,33.74899,-118.27492800026,33.7489900001551
871,Station Building (with waiting room),TRAIN,01103,MA,Springfield, ,55 Frank B. Murray Street, ,SPG,"Springfield, MA", , ,2018-06-19T07:04:15,-72.592905,42.105987,-72.5929049999597,42.1059869998214
872,Station Building (with waiting room),TRAIN,62701,IL,Springfield, ,100 North Third Street, ,SPI,"Springfield, IL", , ,2017-11-11T04:08:04,-89.651384,39.802323,-89.6513840000698,39.802323000024
873,Station Building (with waiting room),TRAIN,99201,WA,Spokane, ,221 West 1st Avenue,Amtrak Station,SPK,"Spokane, WA",Amtrak Station, ,2019-02-14T07:03:29,-117.415455,47.65672,-117.415455000355,47.6567200001169
874,Station Building (with waiting room),TRAIN,56479,MN,Staples, ,First Avenue N.E. and Fourth Street N.E., ,SPL,"Staples, MN", , ,2018-09-14T04:05:18,-94.795331,46.354601,-94.7953310000016,46.3546010001747
875,Platform with Shelter,TRAIN,41175,KY,South Shore, ,Depot Drive & US 23, ,SPM,"South Shore-South Portsmouth, KY", ,"Portsmouth,South Portsmouth",2023-09-27T02:05:36,-82.963751,38.721281,-82.9637509998209,38.721281000063
876,Curbside Bus Stop only (no shelter),BUS,90731,CA,San Pedro, ,931 South Gaffey Street,Public Library,SPO,"San Pedro, CA",Public Library,long beach,2019-02-14T07:03:29,-118.292499,33.735694,-118.292498999606,33.7356939997534
877,Platform with Shelter,TRAIN,83864,ID,Sandpoint, ,450 Railroad Depot Rd, ,SPT,"Sandpoint, ID", , ,2024-09-14T02:07:00,-116.545583,48.276234,-116.545583000313,48.2762340001537
878,Curbside Bus Stop only (no shelter),BUS,89431,NV,Sparks, ,1421 Victorian Avenue, ,SPX,"Sparks, NV", , ,2024-03-14T02:09:30,-119.762225,39.534779,-119.762225000274,39.5347789998802
879,Curbside Bus Stop only (no shelter),BUS,98382,WA,Sequim, ,609 West Washington Street, ,SQM,"Sequim, WA", , ,2024-04-17T09:58:05,-123.116397,48.079204,-123.116396999618,48.079204000197
880,Curbside Bus Stop only (no shelter),BUS,34232,FL,Sarasota, ,5600 Fruitville Road, ,SRA,"Sarasota, FL", , ,2018-09-26T04:05:19,-82.456626,27.337166,-82.4566260004366,27.3371660000462
881,Curbside Bus Stop only (no shelter),BUS,95401,CA,Santa Rosa, ,2012 Range Avenue, ,SRC,"Santa Rosa, CA", , ,2023-08-05T02:06:53,-122.732483,38.457123,-122.732483000412,38.4571229999821
882,Station Building (with waiting room),BUS,18503,PA,Scranton, ,30 Lackawanna Avenue, ,SRN,"Scranton, PA", , ,2018-07-19T04:04:49,-75.671028,41.41019,-75.6710280003275,41.4101900002355
883,Curbside Bus Stop only (no shelter),BUS,04974,ME,Searsport, ,161 East Main Street, ,SRT,"Searsport, ME", , ,2018-09-26T04:05:20,-68.909658,44.460756,-68.9096580000123,44.4607559999516
884,Curbside Bus Stop only (no shelter),BUS,97138,OR,Seaside, ,1100 12th Avenue,Seaside Cinema,SSD,"Seaside, OR",Seaside Cinema, ,2019-02-14T07:03:29,-123.915788,46.001637,-123.915787999935,46.001636999784
885,Curbside Bus Stop only (no shelter),BUS,17870,PA,Selinsgrove, ,105 South Market Street, ,SSG,"Selinsgrove, PA", ,Susquehanna University,2018-07-19T07:04:42,-76.862247,40.798142,-76.8622470002981,40.7981419998082
886,Curbside Bus Stop only (no shelter),BUS,97138,OR,Seaside, ,930 North Holladay Drive,Seaside Lodge & Int'l Hostel,SSH,"Seaside, OR",Seaside Lodge & Int'l Hostel, ,2024-04-17T09:58:05,-123.920961,46.000094,-123.920960999703,46.0000939997813
887,Station Building (with waiting room),TRAIN,27576,NC,Selma, ,500 East Railroad Street, ,SSM,"Selma-Smithfield, NC", ,Smithfield,2017-11-06T07:05:57,-78.280099,35.532786,-78.2800989997571,35.5327859999381
888,Curbside Bus Stop only (no shelter),BUS,98826,WA,Stevens Pass, ,US Highway 2 at Summit Parking Lot, ,SSW,"Stevens Pass, WA", , ,2018-09-29T04:05:01,-121.088387,47.746634,-121.088386999831,47.7466339998074
889,Station Building (with waiting room),TRAIN,24401,VA,Staunton, ,1 Middlebrook Avenue, ,STA,"Staunton, VA", , ,2017-11-11T04:08:09,-79.071776,38.147639,-79.0717759996426,38.1476390000183
890,Station Building (with waiting room),BUS,16801,PA,State College, ,152 North Atherton Street, ,STC,"State College, PA", ,"Penn State,Happy Valley",2018-09-27T07:05:03,-77.867734,40.792286,-77.8677339999454,40.7922860002884
891,Curbside Bus Stop only (no shelter),BUS,84770,UT,St. George, ,805 South Bluff Street, ,STG,"St. George, UT", ,"St George,Saint George,George",2021-03-05T04:03:54,-113.584426,37.094661,-113.584426000303,37.0946610000496
892,Station Building (with waiting room),BUS,49781,MI,St. Ignace, ,700 West US Hwy 2, ,STI,"St. Ignace, MI", ,"St Ignace,Saint Ignace,Ignace",2018-09-27T04:05:31,-84.721153,45.858556,-84.7211530001885,45.8585559998335
893,Station Building (with waiting room),TRAIN,63103,MO,St. Louis, ,430 South 15th Street,Gateway Station,STL,"St. Louis, MO",Gateway Station,"St Louis,Saint Louis,Louis",2018-09-14T07:04:57,-90.203973,38.624195,-90.2039730000881,38.6241949996898
894,Station Building (with waiting room),TRAIN,06902,CT,Stamford, ,Washington Blvd and South State Street, ,STM,"Stamford, CT", , ,2018-09-14T07:04:57,-73.54216,41.04713,-73.5421599996636,41.0471300002673
895,Station Building (with waiting room),TRAIN,58784,ND,Stanley, ,Main Street & Railroad Avenue, ,STN,"Stanley, ND", , ,2017-11-11T04:08:09,-102.389379,48.319813,-102.389378999825,48.3198129997098
896,Curbside Bus Stop only (no shelter),BUS,97759,OR,Sisters, ,1001 West Rail Way, ,STO,"Sisters, OR", , ,2023-06-14T02:06:45,-121.562472,44.297476,-121.562471999896,44.2974759999778
897,Curbside Bus Stop only (no shelter),BUS,33702,FL,St. Petersburg, ,793 77th Avenue N, ,STP,"St. Petersburg, FL", ,"St Petersburg,Saint Petersburg,Petersburg,Clearwater,Pinellas Park,Pinella's Park",2021-11-25T02:03:57,-82.644428,27.843029,-82.6444280003471,27.8430290003695
898,Station Building (with waiting room),TRAIN,06519,CT,New Haven, ,259 State Street,State Street Station,STS,"New Haven, CT",State Street Station, ,2023-02-09T07:07:25,-72.922086,41.305253,-72.9220859999703,41.3052530001662
899,Platform only (no shelter),TRAIN,98292,WA,Stanwood, ,27111 Florence Way, ,STW,"Stanwood, WA", , ,2017-11-11T04:08:10,-122.349935,48.242638,-122.349935000089,48.2426380000453
900,Station Building (with waiting room),TRAIN,94585,CA,Suisun City, ,177 Main Street, ,SUI,"Suisun-Fairfield, CA", ,Fairfield,2017-11-06T07:05:59,-122.041099,38.243401,-122.041098999717,38.2434009999632
901,Curbside Bus Stop only (no shelter),BUS,97707,OR,Sunriver, ,56896 Venture Lane, ,SUN,"Sunriver, OR", , ,2018-09-27T04:05:31,-121.446097,43.873858,-121.446097000265,43.8738579999045
902,Curbside Bus Stop only (no shelter),BUS,17801,PA,Sunbury, ,1167 N. 4th Street, ,SUR,"Sunbury, PA", , ,2023-01-03T12:18:54,-76.784925,40.875225,-76.7849250000027,40.8752249998839
903,Curbside Bus Stop only (no shelter),BUS,92586,CA,Sun City-Menifee, ,26938 Cherry Hills Blvd., ,SUT,"Sun City-Menifee, CA", ,Menifee,2018-09-26T07:04:58,-117.189812,33.710967,-117.189812000005,33.7109669999
904,Station Building (with waiting room),BUS,98121,WA,Seattle, ,2701 Alaskan Way,Clipper Vacations Ferry Terminal,SVF,"Seattle, WA",Clipper Vacations Ferry Terminal, ,2019-04-13T07:03:20,-122.353001,47.613623,-122.353000999561,47.6136230000092
905,Curbside Bus Stop only (no shelter),BUS,54481,WI,Stevens Point, ,200 Division Street,Olympia Family Restaurant,SVP,"Stevens Point, WI",Olympia Family Restaurant, ,2019-02-14T07:03:30,-89.575535,44.533158,-89.5755349996851,44.5331579998914
906,Station Building (with waiting room),TRAIN,53177,WI,Sturtevant, ,9900 East Exploration Court, ,SVT,"Sturtevant, WI", , ,2017-11-11T04:08:12,-87.9063,42.718292,-87.9062999998136,42.7182920000525
907,Curbside Bus Stop only (no shelter),BUS,54481,WI,Stevens Point, ,2050 4th Avenue,University of Wisconsin,SVU,"Stevens Point, WI",University of Wisconsin, ,2018-09-15T04:04:48,-89.571578,44.528941,-89.5715779999103,44.5289409999665
908,Curbside Bus Stop only (no shelter),BUS,95066,CA,Scotts Valley, ,246 Kings Village Road, ,SVY,"Scotts Valley, CA", , ,2018-09-26T04:05:20,-122.027947,37.048984,-122.027947000103,37.04898400024
909,Curbside Bus Stop only (no shelter),BUS,28584,NC,Swansboro, ,809 West Corbett Avenue, ,SWB,"Swansboro, NC", , ,2020-01-09T07:03:20,-77.13963,34.697075,-77.1396300001659,34.6970749996809
910,Curbside Bus Stop only (no shelter),BUS,49346,MI,Stanwood, ,7520 Northland Drive, ,SWD,"Stanwood, MI", , ,2022-08-15T07:04:39,-85.451237,43.578627,-85.4512370000419,43.5786269997834
911,Curbside Bus Stop only (no shelter),BUS,13212,NY,Syracuse, ,1000 Colonel Eileen Collins Blvd,Syracuse Hancock Airport,SYA,"Syracuse, NY",Syracuse Hancock Airport, ,2018-06-22T07:04:39,-76.112243,43.113288,-76.1122430000548,43.1132879998224
912,Curbside Bus Stop only (no shelter),BUS,15865,PA,Sykesville, ,14 West Main Street, ,SYK,"Sykesville, PA", , ,2018-07-20T07:04:39,-78.822691,41.050236,-78.8226910002196,41.0502360003259
913,Station Building (with waiting room),TRAIN,13208,NY,Syracuse, ,1 Walsh Circle,Regional Transportation Center,SYR,"Syracuse, NY",Regional Transportation Center, ,2019-02-14T07:03:30,-76.169244,43.076548,-76.1692440001023,43.0765480003209
914,Curbside Bus Stop only (no shelter),BUS,98421,WA,Tacoma, ,2499 E G Street, ,TAB,"Tacoma, Washington", , ,2024-02-14T02:08:23,-122.424745,47.240512,-122.424745000033,47.2405120002865
915,Station Building (with waiting room),TRAIN,98421,WA,Tacoma, ,422 East 25th Street,Amtrak Station,TAC,"Tacoma, WA",Amtrak Station, ,2021-11-20T07:04:16,-122.428099,47.239803,-122.428099000283,47.2398030002646
916,Platform only (no shelter),TRAIN,76574,TX,Taylor, ,118 East First Street, ,TAY,"Taylor, TX", , ,2018-09-14T04:05:19,-97.407763,30.567667,-97.4077630002527,30.5676669998096
917,Station Building (with waiting room),TRAIN,30577,GA,Toccoa, ,47 North Alexander Street, ,TCA,"Toccoa, GA", , ,2017-11-11T04:08:13,-83.331542,34.578456,-83.3315420003747,34.5784560002992
918,Station Building (with waiting room),TRAIN,35401,AL,Tuscaloosa, ,2105 Greensboro Avenue, ,TCL,"Tuscaloosa, AL", , ,2017-11-11T04:08:13,-87.560228,33.193165,-87.5602279999736,33.193165000224
919,Curbside Bus Stop only (no shelter),BUS,97391,OR,Toledo, ,250 Northeast Highway 20, ,TDO,"Toledo, OR", , ,2022-03-09T07:04:17,-123.939463,44.624184,-123.939463000433,44.6241840003047
920,Curbside Bus Stop only (no shelter),BUS,93561,CA,Tehachapi, ,335 West Tehachapi Blvd, ,TEH,"Tehachapi, CA", , ,2021-12-01T02:04:11,-118.451143,35.132772,-118.45114299963,35.132772000278
921,Curbside Bus Stop only (no shelter),BUS,85281,AZ,Tempe, ,300 South Ash Avenue, ,TEM,"Tempe, AZ", , ,2018-09-21T04:04:54,-111.943154,33.427551,-111.943154000243,33.4275509997323
922,Curbside Bus Stop only (no shelter),BUS,83301,ID,Twin Falls, ,1390 Blue Lakes Boulevard North, ,TFI,"Twin Falls, ID", , ,2018-09-26T04:05:21,-114.459625,42.586494,-114.459625000098,42.5864940002171
923,Curbside Bus Stop only (no shelter),BUS,97058,OR,The Dalles, ,201 East Federal Street, ,THD,"The Dalles, OR", ,"Bingen-White Salmon,White Salmon,Dalles,Wishram",2018-09-27T07:05:04,-121.180275,45.601204,-121.1802750001,45.6012039997711
924,Platform with Shelter,TRAIN,25936,WV,Thurmond, ,Hwy 25 & Hwy 2, ,THN,"Thurmond, WV", , ,2018-09-14T04:05:19,-81.078754,37.956986,-81.0787539997027,37.9569860002717
925,Curbside Bus Stop only (no shelter),BUS,03276,NH,Tilton, ,63 Laconia Road, ,TLT,"Tilton, NH", , ,2018-09-27T04:05:32,-71.56559,43.455699,-71.5655899998186,43.4556990000834
